epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.247917014680805,0.4704676082372989,0.3867882554665122,1.795164504095617,0.6053550640279395,0.4662509403278901
2,1.9237421956056946,0.5469774427403749,0.45946927081488376,1.7107107183625174,0.599860302677532,0.4620610325549251
3,1.8295736384964023,0.5659243855240736,0.4760885099555749,1.6639370655153072,0.6081490104772992,0.4700193721237694
4,1.7569222445298331,0.5793403229067383,0.487134129744795,1.6299584774976559,0.6220256111757858,0.47795609013135343
5,1.7179048465276974,0.5875285215030471,0.4969451911423705,1.6298609478287702,0.620302677532014,0.4872603696059801
6,1.6804872045063033,0.5934783236576842,0.5028022182380387,1.6529200938722168,0.6212805587892899,0.49801992349199903
7,1.6466248771110916,0.6008433700141524,0.5115449583581235,1.651153122221355,0.6210011641443539,0.49039641059555805
8,1.6215252902724488,0.6069375848424458,0.5194723948594704,1.6900478926748557,0.6205820721769499,0.4846142489997784
9,1.5978391448701479,0.6117032030731017,0.5271153815698622,1.6354676124783138,0.6182537834691502,0.4781695514305624
10,1.5698503101732462,0.6171475608699419,0.5311776484554297,1.6433533155654445,0.6266821885913854,0.5122632841283303
11,1.5394666677668118,0.6191693383011293,0.536327022709934,1.6506132029848688,0.6264959254947613,0.5190336780391769
12,1.5198364343131687,0.6247147849695289,0.5416435384161142,1.680940829522396,0.6259837019790454,0.5096126324722504
13,1.4935645981656889,0.6280651589983537,0.5463147168303213,1.709196832912765,0.6217927823050058,0.5068668323655608
