epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.0945382347464463,0.5019784536290904,0.4151406368085621,1.8273283730674539,0.5858905704307334,0.4619605261913861
2,1.841575806370139,0.5604655864598678,0.47163281539958046,1.775520939121979,0.5947846332945286,0.47182096351180103
3,1.7716667476602599,0.57359269849522,0.4886986647623864,1.7211340081927662,0.600372526193248,0.471761911165541
4,1.721486823764634,0.584077058602663,0.500788954840983,1.686534961707656,0.6075902211874272,0.48577381865256075
5,1.6840021314707185,0.5915576350980563,0.5100684313111987,1.7575877345399336,0.6053084982537835,0.4857957999442677
6,1.6521017021947362,0.5974207896484995,0.5164023963776068,1.6640056112786805,0.6074970896391152,0.47198281797300773
7,1.6225779274873915,0.6037893885567397,0.5244118758750175,1.6883730525326535,0.6118277066356228,0.48558514375290424
8,1.5924588453176443,0.6101291049302486,0.5298312788451164,1.6585495638708574,0.6055878928987194,0.47499371792112105
9,1.568165620570889,0.6151979897755827,0.536724070051447,1.6713308658200177,0.6102444703143189,0.4905366214719126
10,1.5389606934832152,0.6199347254715074,0.5409451836276824,1.6841426869349096,0.6169499417927823,0.5037433016951474
11,1.5107495078689885,0.6236172486497416,0.546719300785572,1.6943388061667766,0.6154132712456345,0.49754566345138673
12,1.4904232958217492,0.6281229240678162,0.5505543684571098,1.715171123433585,0.6018626309662398,0.48694905485717027
13,1.4577850227879579,0.6310400600756723,0.553805904212137,1.7367689032021723,0.6234225844004656,0.5030407351473956
14,1.4323809332152508,0.6360367385841782,0.5606331293246346,1.7595954154783966,0.609639115250291,0.4872925505878994
15,1.4054859430342417,0.6401813823181123,0.5660385667458485,1.7657758213616084,0.609732246798603,0.49164839410925687
16,1.375759346730353,0.6445859688646276,0.570603909486837,1.7796694451133364,0.6140162980209546,0.505065096229964
17,1.3467569476868215,0.6506513011581896,0.5769680395326254,1.8453229290781255,0.6226309662398137,0.5108855779935338
18,1.3128669389377479,0.6539583513849175,0.5787935395335335,1.8580645841658463,0.6156926658905705,0.5001831381542353
19,1.288994664859824,0.6581029951188516,0.5850700391311338,1.8873674850885749,0.6135506402793947,0.4944739396850783
20,1.2510308835441228,0.6625220229327325,0.5868028476926581,1.994849913034228,0.6164377182770664,0.5166293664276951
21,1.2194519257730019,0.6673598475002166,0.59272679111995,2.0105443225722928,0.6128521536670547,0.4994338250059403
22,1.188726332581677,0.6721110244635069,0.59704280362157,2.044189620811809,0.6087543655413271,0.49376109170980087
23,1.1580838067477255,0.6782341218265315,0.6047698609653687,2.11334695065535,0.6077299185098952,0.5026431954925467
24,1.1219308049875125,0.6809201975565375,0.6056750936450221,2.2806649359613136,0.6163911525029103,0.4942351930226606
25,1.091262279124792,0.6845593969326748,0.6100991713269054,2.3665489015812367,0.6127124563445867,0.5017916959013345
26,1.056092794514493,0.689469427836987,0.6159994899683495,2.474366117306444,0.609220023282887,0.5091680722550477
27,1.0143204407317625,0.6962857060335615,0.622134939722638,2.7121870590033437,0.6161583236321304,0.5054792019877842
28,0.9849131851342551,0.6996794038644831,0.6260269224089693,2.963906443088518,0.6037252619324797,0.5102938154481012
29,0.9572543050003118,0.7031741905669642,0.6302797359010652,2.9692966092590405,0.6021420256111758,0.5092055127951327
30,0.9234570436177701,0.7088784911763857,0.634124637864147,3.1781526638992452,0.6082421420256112,0.5067692392345569
31,0.8975556577728715,0.7131964301187073,0.641175944796591,3.26327609730544,0.6010244470314319,0.5094282941768613
32,0.8687146940681125,0.7152470900846258,0.6425960887573164,3.1258602236924267,0.6040512223515716,0.5007374576335598
33,0.839713327496916,0.7203592987320567,0.6481286782800548,3.776382968309178,0.6105238649592549,0.5005847511362881
34,0.8206678260840491,0.7254715073794876,0.6560124995995623,3.9371851431254874,0.610477299185099,0.5133957091457895
35,0.7916479711222992,0.7292840019640123,0.6623974038288648,3.6053832135738952,0.6036321303841676,0.5110411126316257
36,0.7685791001270856,0.7327065823296652,0.6644189720543557,3.7286144840897726,0.6059604190919674,0.5054938867636135
37,0.7434988944282518,0.7378765560465587,0.6694547893229866,4.085271169520368,0.6125261932479628,0.5266828022752941
38,0.7276939832179153,0.7415013141553303,0.6768245095223102,3.9110052562509345,0.6068917345750873,0.5136798560560665
39,0.7084324008873175,0.7455593102850706,0.6822477771658261,4.786001991098779,0.6047031431897555,0.5095500038194343
40,0.689002288600496,0.7496028651474453,0.6874308075977466,4.0325960861401455,0.6039115250291036,0.49806908896073787
