epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.133999346481694,0.5102099760274962,0.4160898159451535,1.8388959257094768,0.5818859138533178,0.44455882000358043
2,1.9157106578479182,0.5555988793576524,0.45694975230404256,1.846606006194882,0.60023282887078,0.45596743698258224
3,1.863874570737316,0.566444271149236,0.4687868401959991,1.8099017883901407,0.5974854481955763,0.46282286598512873
4,1.843774405990575,0.5671952170522485,0.4701792807178312,1.7652754701641025,0.5950174621653085,0.45641205273733226
5,1.8242331103243166,0.5724807209080669,0.47467497752421356,1.782372702899995,0.6008381839348079,0.47315462156929167
6,1.795655808649729,0.5754700632527511,0.47852139804132626,1.7716747345691233,0.6018626309662398,0.47559852221720217
7,1.7830828900450566,0.5778817549028102,0.48124656552045725,1.7385405339184408,0.6008847497089639,0.47831538552636926
8,1.7710793891571577,0.5783005516564134,0.480815007724408,1.7328325477939823,0.599394644935972,0.47176592210325896
9,1.7623284708547022,0.5810155099211507,0.4850698615268065,1.7569581441690536,0.5968335273573924,0.45028050912980017
10,1.7512256087854134,0.58180977962626,0.4849420219661039,1.7958894254636708,0.6017694994179278,0.4752324532962859
11,1.7464291488222559,0.5836293793143287,0.48500483352964147,1.7680023263885756,0.6060069848661234,0.4827178407506144
12,1.7409219615185305,0.5851745949224504,0.4885940439506907,1.7272003398313511,0.6021420256111758,0.4682260723907322
13,1.7294013985720422,0.586459867717991,0.4903775817292361,1.773605249569219,0.5876600698486613,0.4791191101361657
14,1.7276436825942785,0.5855500678739566,0.49121022441739204,1.855485500695403,0.6105238649592549,0.4882240372259633
15,1.7189582852265335,0.5895647402016001,0.4924651609629948,1.791596561122135,0.6094528521536671,0.48402162615346117
16,1.7091455062746888,0.590373451174075,0.4926980318539111,1.7234592628756558,0.6067054714784633,0.48411128948943033
17,1.7080731216448073,0.5933050284492967,0.4958300988659849,1.7141387855076817,0.5965541327124564,0.472326695499311
18,1.7045184575033963,0.5907633653929469,0.4927990990148769,1.6808659027064083,0.6032596041909197,0.4687319721142106
19,1.7005896426099696,0.5899835369552032,0.4921010823193598,1.693102837086279,0.6075902211874272,0.488811745753392
20,1.6956882043944328,0.5920919619905843,0.495164374852563,1.6587147048577162,0.6158323632130385,0.46828813174426615
21,1.6932537243305161,0.5922363746642405,0.49481286552028536,1.6966029385887564,0.6019091967403958,0.4838694588163796
22,1.6873018375299826,0.5954134534846778,0.49582478359415944,1.6752077627348538,0.6059138533178114,0.47129626536930463
23,1.682726243007563,0.5968431389538746,0.4987440404878876,1.7340374367284275,0.6043306169965076,0.492434478480483
