epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.21263775106278338,0.4433324668572914,0.34499635668598866,0.17183590795372083,0.5960884749708963,0.434189823939693
2,0.18422117887596715,0.5267019033590388,0.42705994342899156,0.16298533266581533,0.6020023282887078,0.44293007035299403
3,0.1748020317883941,0.5514253530889871,0.4516793486364731,0.16069695227568032,0.6069848661233993,0.45315647903815126
4,0.169279058303473,0.5624440400889582,0.46250299674779755,0.15764131106236762,0.6024679860302677,0.445545521736424
5,0.1654671153537123,0.5721774542933888,0.47375536516306177,0.15661537428396266,0.6040977881257276,0.45294475971971015
6,0.1618375252872379,0.5768131011177541,0.4803100308030123,0.15351596115944133,0.6131315483119907,0.46863459049357303
7,0.15881966349983762,0.5840914998700286,0.48814295130997637,0.15666178712363293,0.6230966239813737,0.46608612998797433
8,0.15639042213791127,0.5886260578228345,0.4927355381786838,0.15282551107362208,0.6151804423748545,0.45485114766591606
9,0.1548834738378332,0.5902868035698813,0.4954030584141238,0.1525818832081605,0.6149941792782305,0.48443347663357245
10,0.15252673494571542,0.5937093839355342,0.497405118981541,0.15012768220499037,0.6160186263096624,0.482959309203093
11,0.15052325779120926,0.5994858908817838,0.5075178211658553,0.1541081450489264,0.6116880093131548,0.4681302446315366
12,0.14845960020771082,0.6018253761950149,0.5090214475583557,0.15183760431093166,0.6135040745052387,0.4796150316897489
